month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,road_condition,lighting_condition,weather_group,Actual_Severity,Predicted_Severity,Risk_Score
April,Saturday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,Wet,Dark,Clear,Severe,Severe,0.0
January,Sunday,Maharashtra,Truck,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,13.0
April,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Dry,Daylight,Clear,Minor,Minor,10.705903145987982
October,Friday,Unknown,Truck,Unidentified,2,31-50,18-30,Dry,Daylight,Clear,Minor,Minor,1.0
July,Friday,Unknown,Truck,Unidentified,3,31-50,Under 18,Wet,Daylight,Rainy,Minor,Minor,24.0
October,Friday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,5.734599151008163
March,Tuesday,Unknown,Truck,Unidentified,1,Unknown,18-30,Wet,Dark,Clear,Minor,Minor,9.0
April,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Wet,Daylight,Clear,Severe,Minor,4.0
October,Tuesday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
October,Friday,Unknown,Truck,Unidentified,2,31-50,Over 51,Dry,Daylight,Clear,Minor,Minor,2.0
August,Wednesday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Minor,2.0
March,Sunday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,2.0
October,Friday,Unknown,Truck,Unidentified,4,Unknown,18-30,Dry,Dark,Clear,Minor,Minor,8.0
October,Monday,Unknown,Truck,Unidentified,1,Over 51,18-30,Dry,Daylight,Clear,Minor,Minor,15.0
May,Sunday,Unknown,Truck,Unidentified,2,31-50,31-50,Dry,Daylight,Clear,Severe,Minor,13.940307472994789
August,Saturday,Assam,Pedestrian,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
September,Monday,Unknown,Truck,Unidentified,2,18-30,Unknown,Wet,Dark,Rainy,Minor,Minor,4.0
November,Sunday,Nagaland,Truck,Unidentified,5,18-30,Unknown,Damaged/Construction,Dark,Rainy,Minor,Severe,32.0
April,Saturday,Unknown,Truck,Unidentified,2,Unknown,Over 51,Dry,Daylight,Clear,Minor,Minor,0.0
March,Wednesday,Gujarat,Car,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
April,Tuesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,1.0
August,Thursday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
June,Sunday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Severe,0.0
July,Friday,Uttar Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
July,Sunday,Maharashtra,Car,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,1.0
September,Monday,Unknown,Truck,Unidentified,2,18-30,Under 18,Wet,Daylight,Rainy,Minor,Minor,3.0
January,Monday,Maharashtra,Car,Truck,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Severe,1.0
May,Friday,Uttar Pradesh,Suv,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
March,Tuesday,Chhattisgarh,Truck,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
October,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,0.0
May,Tuesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,0.7059031459879815
August,Sunday,Madhya Pradesh,Pedestrian,Truck,2,Unknown,31-50,Wet,Daylight,Clear,Severe,Severe,0.0
February,Monday,Kerala,Truck,Unidentified,1,18-30,Unknown,Damaged/Construction,Twilight,Fog/Mist,Severe,Severe,45.0
March,Friday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,0.0
April,Saturday,Unknown,Truck,Unidentified,2,Under 18,Under 18,Dry,Daylight,Clear,Minor,Minor,26.905668934240364
May,Tuesday,Unknown,Truck,Unidentified,2,Unknown,18-30,Dry,Daylight,Clear,Minor,Minor,16.0
January,Sunday,Rajasthan,Car,Truck,2,Unknown,Unknown,Wet,Dark,Clear,Severe,Severe,2.0
September,Saturday,Unknown,Truck,Unidentified,2,Under 18,Under 18,Wet,Dark,Rainy,Minor,Minor,19.0
April,Monday,Unknown,Truck,Unidentified,3,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,3.0
March,Wednesday,Unknown,Truck,Unidentified,3,Over 51,Over 51,Dry,Daylight,Clear,Minor,Minor,18.0
October,Monday,Unknown,Truck,Unidentified,2,Over 51,18-30,Dry,Daylight,Clear,Minor,Minor,14.611328936163359
March,Friday,Unknown,Truck,Unidentified,2,Over 51,Under 18,Dry,Daylight,Clear,Minor,Minor,41.08198968997379
March,Monday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Dark,Clear,Minor,Minor,2.0
May,Tuesday,Unknown,Truck,Unidentified,2,Unknown,Under 18,Dry,Daylight,Clear,Minor,Minor,5.0
March,Wednesday,Unknown,Truck,Unidentified,2,Unknown,Over 51,Dry,Daylight,Clear,Minor,Minor,4.827600497306258
April,Sunday,Unknown,Truck,Unidentified,3,18-30,Under 18,Dry,Daylight,Clear,Minor,Minor,7.705903145987982
April,Sunday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,57.21300205844283
December,Monday,Uttar Pradesh,Truck,Car,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
April,Sunday,Unknown,Truck,Unidentified,2,Unknown,31-50,Dry,Daylight,Clear,Minor,Minor,2.827600497306258
May,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Dark,Clear,Minor,Minor,0.0
May,Monday,Unknown,Truck,Unidentified,1,Under 18,Unknown,Dry,Daylight,Clear,Minor,Minor,16.0
May,Sunday,Andhra Pradesh,Car,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
April,Wednesday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Wet,Dark,Clear,Minor,Minor,8.0
August,Sunday,Andhra Pradesh,Two Wheeler,Truck,2,Unknown,Over 51,Dry,Dark,Clear,Severe,Severe,0.0
May,Wednesday,Telangana,Truck,Unidentified,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,13.0
October,Wednesday,Maharashtra,Truck,Unidentified,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Severe,2.0
August,Tuesday,Haryana,Suv,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
March,Thursday,Unknown,Truck,Unidentified,2,Unknown,Over 51,Dry,Dark,Clear,Severe,Minor,3.0
February,Tuesday,Maharashtra,Car,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
July,Sunday,Rajasthan,Car,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,1.0
January,Sunday,Puducherry,Truck,Unidentified,2,31-50,Unknown,Damaged/Construction,Daylight,Fog/Mist,Minor,Severe,37.0
May,Tuesday,Unknown,Truck,Unidentified,2,18-30,18-30,Dry,Dark,Clear,Minor,Minor,2.827600497306258
October,Friday,Unknown,Truck,Unidentified,1,18-30,Over 51,Dry,Dark,Clear,Severe,Minor,23.0
March,Thursday,Unknown,Truck,Unidentified,2,18-30,18-30,Wet,Dark,Clear,Minor,Minor,15.0
August,Wednesday,West Bengal,Two Wheeler,Truck,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Severe,0.0
October,Thursday,Tripura,Truck,Unidentified,1,Over 51,Unknown,Damaged/Construction,Daylight,Fog/Mist,Minor,Severe,23.0
May,Friday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Under 18,Dry,Daylight,Clear,Severe,Severe,0.0
April,Saturday,Unknown,Truck,Unidentified,2,Unknown,18-30,Wet,Dark,Clear,Minor,Minor,8.482801491918774
May,Sunday,Unknown,Truck,Unidentified,3,Under 18,18-30,Dry,Daylight,Clear,Minor,Minor,18.0
October,Monday,Unknown,Truck,Unidentified,2,31-50,31-50,Wet,Dark,Clear,Minor,Minor,3.0
August,Friday,Uttar Pradesh,Truck,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,1.0
March,Friday,Unknown,Truck,Unidentified,1,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,10.0
May,Sunday,Andhra Pradesh,Truck,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
May,Wednesday,Karnataka,Two Wheeler,Truck,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Severe,0.0
October,Monday,Unknown,Truck,Unidentified,2,Over 51,18-30,Dry,Daylight,Clear,Severe,Minor,14.611328936163359
March,Sunday,Unknown,Truck,Unidentified,2,31-50,18-30,Wet,Dark,Clear,Minor,Minor,7.000000000000001
March,Friday,Unknown,Truck,Unidentified,3,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,6.296175156676663
September,Thursday,West Bengal,Truck,Unidentified,5,18-30,Unknown,Damaged/Construction,Daylight,Fog/Mist,Severe,Severe,38.0
December,Monday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,Wet,Daylight,Clear,Severe,Severe,1.0
April,Sunday,Unknown,Truck,Unidentified,1,Under 18,Under 18,Wet,Daylight,Clear,Severe,Minor,36.0
March,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Wet,Daylight,Clear,Minor,Minor,15.0
July,Thursday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Wet,Daylight,Clear,Severe,Minor,1.0
April,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,Wet,Daylight,Clear,Minor,Minor,28.999999999999996
May,Wednesday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Unknown,Wet,Daylight,Clear,Severe,Severe,0.0
October,Thursday,Unknown,Truck,Unidentified,2,Over 51,31-50,Dry,Daylight,Clear,Minor,Minor,7.827600497306259
March,Tuesday,Unknown,Truck,Unidentified,1,31-50,Unknown,Dry,Dark,Clear,Minor,Minor,35.0
March,Sunday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,10.0
October,Monday,Unknown,Truck,Unidentified,1,Unknown,31-50,Dry,Daylight,Clear,Minor,Minor,7.000000000000001
May,Sunday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,2.0
October,Friday,Gujarat,Two Wheeler,Truck,2,Unknown,31-50,Wet,Daylight,Clear,Severe,Severe,0.0
March,Tuesday,Unknown,Truck,Unidentified,4,31-50,Unknown,Wet,Daylight,Clear,Severe,Severe,55.00000000000001
August,Wednesday,Unknown,Truck,Unidentified,3,Under 18,Unknown,Wet,Daylight,Rainy,Minor,Minor,22.0
March,Saturday,Unknown,Truck,Unidentified,2,Under 18,Under 18,Dry,Daylight,Clear,Minor,Minor,18.827600497306257
April,Saturday,Rajasthan,Car,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
April,Saturday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Dark,Clear,Minor,Minor,9.0
May,Saturday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,2.4678260761673023
September,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Wet,Dark,Rainy,Minor,Minor,2.0
March,Wednesday,Unknown,Truck,Unidentified,2,Over 51,18-30,Dry,Daylight,Clear,Minor,Minor,10.954618096644452
March,Friday,Unknown,Truck,Unidentified,4,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,6.0
July,Wednesday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Unknown,Wet,Daylight,Clear,Severe,Severe,0.0
September,Wednesday,Tripura,Truck,Unidentified,1,Over 51,Unknown,Damaged/Construction,Daylight,Rainy,Minor,Severe,25.0
April,Thursday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Dry,Daylight,Clear,Minor,Minor,8.0
September,Monday,Unknown,Truck,Unidentified,2,Unknown,Under 18,Wet,Dark,Rainy,Minor,Minor,16.0
March,Thursday,Unknown,Truck,Unidentified,1,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,9.935071016076167
November,Saturday,Tamil Nadu,Truck,Unidentified,2,Over 51,Unknown,Wet,Dark,Fog/Mist,Severe,Severe,55.00000000000001
June,Saturday,Bihar,Truck,Unidentified,5,31-50,Unknown,Wet,Daylight,Fog/Mist,Minor,Severe,61.0
September,Monday,Karnataka,Car,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
March,Friday,Unknown,Truck,Unidentified,2,31-50,18-30,Dry,Dark,Clear,Minor,Minor,12.0
October,Saturday,Unknown,Truck,Unidentified,1,18-30,Unknown,Dry,Daylight,Clear,Severe,Minor,0.0
April,Tuesday,Unknown,Truck,Unidentified,3,Unknown,Unknown,Dry,Dark,Clear,Severe,Minor,28.638938365786988
April,Monday,Unknown,Truck,Unidentified,2,Unknown,31-50,Dry,Daylight,Clear,Minor,Minor,2.827600497306258
June,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Wet,Daylight,Rainy,Minor,Minor,2.0
May,Friday,Unknown,Truck,Unidentified,2,Under 18,18-30,Dry,Dark,Clear,Minor,Minor,32.0
March,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,1.0
May,Sunday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,25.833557546623105
March,Thursday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,3.7059031459879814
June,Monday,Rajasthan,Car,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
March,Wednesday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Severe,65.93507101607617
March,Wednesday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,2.854815109775287
November,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,Wet,Daylight,Cold,Minor,Minor,4.0
May,Friday,Unknown,Truck,Unidentified,2,18-30,31-50,Dry,Daylight,Clear,Minor,Minor,22.96208499086769
March,Friday,Unknown,Truck,Unidentified,2,Under 18,Over 51,Dry,Dark,Clear,Severe,Minor,6.0
May,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,7.000000000000001
July,Saturday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Wet,Daylight,Clear,Severe,Severe,0.0
March,Tuesday,Unknown,Truck,Unidentified,1,Under 18,Unknown,Dry,Daylight,Clear,Minor,Minor,41.56921910317024
September,Thursday,Karnataka,Truck,Unidentified,5,Over 51,Unknown,Dry,Dark,Fog/Mist,Minor,Severe,43.0
March,Thursday,Unknown,Truck,Unidentified,1,Unknown,Unknown,Dry,Dark,Clear,Minor,Minor,17.0
May,Tuesday,Unknown,Truck,Unidentified,2,Over 51,31-50,Dry,Daylight,Clear,Minor,Minor,38.88218139533392
May,Monday,Unknown,Truck,Unidentified,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Minor,1.0
March,Monday,Telangana,Car,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
March,Wednesday,Unknown,Truck,Unidentified,2,31-50,18-30,Dry,Daylight,Clear,Minor,Minor,43.11280482648792
March,Sunday,Unknown,Truck,Unidentified,2,Unknown,Unknown,Wet,Dark,Clear,Minor,Minor,5.0
June,Monday,Unknown,Bus,Unidentified,2,Unknown,Unknown,Dry,Daylight,Clear,Minor,Severe,0.0
April,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Dry,Daylight,Clear,Minor,Minor,11.003878746652202
August,Saturday,Unknown,Truck,Unidentified,3,Unknown,Unknown,Wet,Dark,Rainy,Minor,Minor,6.0
June,Tuesday,Odisha,Truck,Unidentified,1,18-30,Unknown,Wet,Daylight,Rainy,Severe,Severe,38.0
May,Monday,Uttar Pradesh,Truck,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
March,Wednesday,Unknown,Truck,Unidentified,3,Under 18,31-50,Dry,Daylight,Clear,Minor,Minor,10.545479377219339
December,Wednesday,Rajasthan,Truck,Unidentified,2,Unknown,18-30,Dry,Daylight,Clear,Minor,Severe,2.0
December,Monday,Tamil Nadu,Van,Truck,2,Unknown,Unknown,Wet,Daylight,Clear,Severe,Severe,0.0
March,Saturday,Unknown,Truck,Unidentified,1,31-50,Unknown,Dry,Dark,Clear,Severe,Minor,30.0
April,Wednesday,Unknown,Truck,Unidentified,2,18-30,Under 18,Dry,Daylight,Clear,Severe,Minor,42.682415607081545
March,Monday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Severe,Minor,0.7059031459879815
May,Wednesday,Unknown,Truck,Unidentified,2,18-30,31-50,Dry,Daylight,Clear,Minor,Minor,3.615408320493066
November,Monday,Rajasthan,Truck,Unidentified,4,Over 51,Unknown,Damaged/Construction,Dark,Fog/Mist,Minor,Severe,24.0
March,Friday,Unknown,Truck,Unidentified,3,31-50,18-30,Dry,Dark,Clear,Severe,Minor,14.000000000000002
April,Thursday,Unknown,Truck,Unidentified,3,18-30,Over 51,Wet,Daylight,Clear,Minor,Minor,35.0
June,Friday,Rajasthan,Jugaad Vehicle,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
October,Tuesday,Unknown,Truck,Unidentified,2,31-50,18-30,Dry,Daylight,Clear,Minor,Minor,53.70869451310208
April,Tuesday,Rajasthan,Car,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
March,Sunday,Unknown,Truck,Unidentified,2,18-30,31-50,Wet,Daylight,Clear,Minor,Minor,29.905668934240364
October,Friday,Unknown,Truck,Unidentified,2,18-30,31-50,Dry,Dark,Clear,Minor,Minor,17.21607092346539
May,Tuesday,Unknown,Truck,Unidentified,2,Unknown,Under 18,Dry,Daylight,Clear,Minor,Minor,1.0
March,Thursday,Unknown,Truck,Unidentified,2,31-50,31-50,Dry,Daylight,Clear,Minor,Minor,19.976318951858005
March,Friday,Punjab,Car,Truck,2,Unknown,31-50,Dry,Daylight,Clear,Severe,Severe,0.0
April,Monday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Dark,Clear,Minor,Minor,8.201844090917026
October,Saturday,Unknown,Truck,Unidentified,2,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,1.589523427485579
December,Saturday,Andhra Pradesh,Truck,Bus,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,1.0
March,Wednesday,Unknown,Truck,Unidentified,2,31-50,Under 18,Wet,Dark,Clear,Severe,Minor,31.545479377219344
May,Monday,Unknown,Truck,Unidentified,2,18-30,Under 18,Dry,Dark,Clear,Minor,Minor,12.4424527935928
May,Friday,Unknown,Truck,Unidentified,2,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,7.000000000000001
July,Tuesday,Unknown,Truck,Unidentified,2,18-30,18-30,Wet,Dark,Rainy,Minor,Minor,19.0
May,Wednesday,Unknown,Truck,Unidentified,2,18-30,18-30,Dry,Daylight,Clear,Minor,Minor,63.89336652372396
June,Monday,Unknown,Truck,Unidentified,3,Unknown,18-30,Wet,Dark,Rainy,Minor,Minor,9.0
May,Tuesday,Chandigarh,Truck,Unidentified,1,Over 51,Unknown,Damaged/Construction,Daylight,Clear,Severe,Severe,20.0
March,Sunday,Unknown,Truck,Unidentified,2,18-30,18-30,Dry,Daylight,Clear,Minor,Minor,8.905668934240364
August,Thursday,Assam,Car,Truck,2,Unknown,Over 51,Dry,Daylight,Clear,Severe,Severe,0.0
January,Saturday,Andhra Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
March,Saturday,Unknown,Truck,Unidentified,2,31-50,Under 18,Dry,Dark,Clear,Minor,Minor,5.0
June,Monday,Unknown,Truck,Unidentified,2,31-50,Under 18,Wet,Daylight,Rainy,Minor,Minor,5.0
March,Monday,Unknown,Truck,Unidentified,3,18-30,18-30,Dry,Dark,Clear,Minor,Minor,5.0
October,Friday,Unknown,Truck,Unidentified,2,31-50,Under 18,Wet,Dark,Clear,Minor,Minor,20.0
May,Friday,Unknown,Truck,Unidentified,1,31-50,18-30,Dry,Daylight,Clear,Minor,Minor,7.000000000000001
April,Friday,Unknown,Truck,Unidentified,2,Over 51,Unknown,Dry,Daylight,Clear,Severe,Minor,41.0
May,Thursday,Unknown,Truck,Unidentified,2,31-50,18-30,Wet,Dark,Clear,Minor,Minor,9.0
May,Tuesday,Unknown,Truck,Unidentified,2,18-30,31-50,Dry,Daylight,Clear,Minor,Minor,2.2706093151055815
August,Thursday,Uttarakhand,Truck,Unidentified,3,18-30,Unknown,Wet,Twilight,Fog/Mist,Minor,Severe,17.0
May,Tuesday,Unknown,Truck,Unidentified,3,18-30,18-30,Dry,Daylight,Clear,Severe,Minor,15.762671513382424
April,Tuesday,Unknown,Truck,Unidentified,2,Over 51,Over 51,Wet,Daylight,Clear,Minor,Minor,10.0
August,Sunday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Wet,Dark,Clear,Severe,Severe,0.0
April,Saturday,Unknown,Truck,Unidentified,2,18-30,Unknown,Wet,Daylight,Clear,Minor,Minor,7.367247490335428
July,Sunday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,Wet,Dark,Clear,Severe,Severe,9.0
October,Thursday,Unknown,Truck,Unidentified,3,18-30,18-30,Dry,Dark,Clear,Minor,Minor,8.827600497306257
June,Wednesday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,31-50,Dry,Dark,Clear,Severe,Severe,0.0
March,Monday,Unknown,Truck,Unidentified,2,Under 18,Unknown,Dry,Daylight,Clear,Minor,Minor,5.0
January,Sunday,Tamil Nadu,Truck,Truck,2,Unknown,18-30,Dry,Daylight,Clear,Severe,Severe,5.0
July,Saturday,Gujarat,Truck,Truck,2,Unknown,31-50,Dry,Dark,Clear,Severe,Severe,0.0
July,Friday,Unknown,Truck,Unidentified,2,Over 51,18-30,Wet,Daylight,Rainy,Minor,Minor,5.0
May,Saturday,Unknown,Truck,Unidentified,2,31-50,18-30,Dry,Dark,Clear,Minor,Severe,64.0
October,Tuesday,Unknown,Truck,Unidentified,2,18-30,Under 18,Dry,Dark,Clear,Minor,Minor,14.000000000000002
September,Saturday,Unknown,Truck,Unidentified,1,18-30,Unknown,Wet,Dark,Rainy,Severe,Minor,19.0
August,Wednesday,Bihar,Suv,Truck,2,Unknown,Unknown,Dry,Dark,Clear,Severe,Severe,0.0
May,Tuesday,Unknown,Truck,Unidentified,1,31-50,Unknown,Dry,Daylight,Clear,Minor,Minor,23.765909648447643
September,Wednesday,Haryana,Two Wheeler,Truck,2,Unknown,31-50,Wet,Daylight,Clear,Severe,Severe,0.0
January,Wednesday,Andhra Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Dry,Daylight,Clear,Severe,Severe,0.0
April,Thursday,Unknown,Truck,Unidentified,2,31-50,Unknown,Wet,Dark,Clear,Minor,Minor,8.0
April,Friday,Unknown,Truck,Unidentified,4,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,8.827600497306257
October,Monday,Punjab,Truck,Unidentified,4,18-30,Unknown,Damaged/Construction,Daylight,Rainy,Minor,Severe,28.000000000000004
March,Tuesday,Unknown,Truck,Unidentified,2,31-50,31-50,Dry,Daylight,Clear,Minor,Minor,1.0
October,Tuesday,Unknown,Truck,Unidentified,3,18-30,Unknown,Dry,Daylight,Clear,Minor,Minor,4.827600497306258
April,Tuesday,Unknown,Truck,Unidentified,1,18-30,Over 51,Dry,Daylight,Clear,Minor,Severe,63.0
March,Monday,Unknown,Truck,Unidentified,2,Under 18,18-30,Dry,Daylight,Clear,Minor,Minor,4.827600497306258
July,Monday,Maharashtra,Truck,Unidentified,2,31-50,Unknown,Damaged/Construction,Twilight,Clear,Severe,Severe,40.0
April,Monday,Unknown,Truck,Unidentified,4,31-50,31-50,Dry,Daylight,Clear,Minor,Minor,0.0
August,Sunday,Maharashtra,Two Wheeler,Truck,2,Unknown,18-30,Dry,Dark,Clear,Severe,Severe,0.0
October,Tuesday,Unknown,Truck,Unidentified,1,31-50,Over 51,Dry,Daylight,Clear,Minor,Minor,7.521077254733428
