,accident_id,source,year,month,day_of_week,state,vehicle_1,vehicle_2,vehicles_involved,party_age_group,victim_age_group,cause_of_accident,road_condition,lighting_condition,fatalities,injuries,casualties,severity,weather_group
3980,SCRAPED_000805,News_Paper,2023,May,Wednesday,Tamil Nadu,Truck,Unidentified,2,Unknown,31-50,Loss of Control,Dry,Daylight,1,6,7,Fatal,Clear
3981,SCRAPED_000806,News_Paper,2023,May,Thursday,Rajasthan,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,8,1,9,Fatal,Clear
3982,SCRAPED_000807,News_Paper,2023,May,Friday,Uttar Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,5,10,15,Fatal,Clear
3983,SCRAPED_000808,News_Paper,2023,May,Friday,Odisha,Truck,Unidentified,2,Unknown,Unknown,Loss of Control,Wet,Daylight,3,7,10,Fatal,Clear
3984,SCRAPED_000809,News_Paper,2023,May,Wednesday,Karnataka,Two Wheeler,Truck,2,Unknown,18-30,No Distancing/Rear End,Dry,Daylight,1,1,2,Fatal,Clear
3985,SCRAPED_000810,News_Paper,2023,May,Friday,Uttar Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,5,10,15,Fatal,Clear
3986,SCRAPED_000811,News_Paper,2023,May,Sunday,Uttar Pradesh,Van,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,10,13,23,Fatal,Clear
3987,SCRAPED_000812,News_Paper,2023,May,Sunday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,31-50,No Distancing/Rear End,Dry,Daylight,1,1,2,Fatal,Clear
3988,SCRAPED_000813,News_Paper,2023,May,Sunday,Maharashtra,Van,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,3,2,5,Fatal,Clear
3989,SCRAPED_000814,News_Paper,2023,May,Wednesday,Bihar,Pedestrian,Truck,2,Unknown,18-30,Reckless Driving,Dry,Daylight,3,1,4,Fatal,Clear
3990,SCRAPED_000815,News_Paper,2023,May,Tuesday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Wet,Dark,4,0,4,Fatal,Clear
3991,SCRAPED_000816,News_Paper,2023,May,Thursday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,31-50,No Distancing/Rear End,Dry,Daylight,1,1,2,Fatal,Clear
3992,SCRAPED_000817,News_Paper,2023,May,Friday,Punjab,Two Wheeler,Truck,2,Unknown,Under 18,Unknown/Other,Dry,Daylight,1,1,2,Fatal,Clear
3993,SCRAPED_000818,News_Paper,2023,May,Sunday,Himachal Pradesh,Truck,Gorge,2,Unknown,Unknown,Loss of Control,Dry,Daylight,5,3,8,Fatal,Clear
3994,SCRAPED_000819,News_Paper,2023,May,Saturday,Kerala,Van,Truck,2,Unknown,Under 18,Unknown/Other,Dry,Dark,1,3,4,Fatal,Clear
3995,SCRAPED_000820,News_Paper,2023,May,Friday,Telangana,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,2,5,7,Fatal,Clear
3996,SCRAPED_000821,News_Paper,2023,May,Saturday,Jharkhand,Van,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,6,0,6,Fatal,Clear
3997,SCRAPED_000822,News_Paper,2023,May,Monday,Andhra Pradesh,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,7,7,14,Fatal,Clear
3998,SCRAPED_000823,News_Paper,2023,May,Sunday,Maharashtra,Pedestrian,Truck,2,Unknown,Under 18,Reckless Driving,Dry,Dark,1,0,1,Fatal,Clear
3999,SCRAPED_000824,News_Paper,2023,May,Tuesday,Uttar Pradesh,Truck,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,9,2,11,Fatal,Clear
4000,SCRAPED_000825,News_Paper,2023,May,Monday,Assam,Van,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Dark,3,0,3,Fatal,Clear
4001,SCRAPED_000826,News_Paper,2023,May,Tuesday,Assam,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,1,0,1,Fatal,Clear
4002,SCRAPED_000827,News_Paper,2023,May,Wednesday,Telangana,Auto Rickshaw,Truck,2,Unknown,Unknown,Unknown/Other,Wet,Daylight,6,6,12,Fatal,Clear
4003,SCRAPED_000828,News_Paper,2023,May,Tuesday,Andhra Pradesh,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,3,1,4,Fatal,Clear
4004,SCRAPED_000829,News_Paper,2023,May,Monday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,1,3,Fatal,Clear
4005,SCRAPED_000830,News_Paper,2023,May,Thursday,Madhya Pradesh,Bus,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,5,12,17,Fatal,Clear
4006,SCRAPED_000831,News_Paper,2023,May,Wednesday,Andhra Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,6,12,18,Fatal,Clear
4007,SCRAPED_000832,News_Paper,2023,May,Wednesday,Punjab,Bicycle,Truck,2,Unknown,Under 18,No Distancing/Rear End,Dry,Daylight,1,0,1,Fatal,Clear
4008,SCRAPED_000833,News_Paper,2023,May,Thursday,Bihar,Pedestrian,Truck,2,Unknown,Unknown,Reckless Driving,Dry,Daylight,2,3,5,Fatal,Clear
4009,SCRAPED_000834,News_Paper,2023,May,Friday,Telangana,Car,Truck,2,Unknown,18-30,Severe Collision,Dry,Daylight,4,8,12,Fatal,Clear
4010,SCRAPED_000835,News_Paper,2023,May,Friday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,18-30,Severe Collision,Dry,Daylight,1,0,1,Fatal,Clear
4011,SCRAPED_000836,News_Paper,2023,May,Saturday,Telangana,Pedestrian,Truck,2,Unknown,Unknown,Reckless Driving,Dry,Dark,1,0,1,Fatal,Clear
4012,SCRAPED_000837,News_Paper,2023,May,Saturday,Chhattisgarh,Truck,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,3,1,4,Fatal,Clear
4013,SCRAPED_000838,News_Paper,2023,May,Monday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,5,2,7,Fatal,Clear
4014,SCRAPED_000839,News_Paper,2023,May,Monday,Uttar Pradesh,Car,Truck,2,Unknown,31-50,Severe Collision,Wet,Daylight,1,5,6,Fatal,Clear
4015,SCRAPED_000840,News_Paper,2023,May,Tuesday,Maharashtra,Bus,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,6,10,16,Fatal,Clear
4016,SCRAPED_000841,News_Paper,2023,May,Monday,Bihar,Truck,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,19,21,Fatal,Clear
4017,SCRAPED_000842,News_Paper,2023,May,Tuesday,Maharashtra,Car,Truck,2,Unknown,Unknown,Unknown/Other,Wet,Daylight,5,7,12,Fatal,Clear
4018,SCRAPED_000843,News_Paper,2023,May,Tuesday,Maharashtra,Pedestrian,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Daylight,2,2,4,Fatal,Clear
4019,SCRAPED_000844,News_Paper,2023,May,Tuesday,Uttar Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,5,7,Fatal,Clear
4020,SCRAPED_000845,News_Paper,2023,May,Wednesday,Maharashtra,Truck,Truck,2,Unknown,Over 51,No Distancing/Rear End,Wet,Dark,1,0,1,Fatal,Clear
4021,SCRAPED_000846,News_Paper,2023,May,Wednesday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,2,0,2,Fatal,Clear
4022,SCRAPED_000847,News_Paper,2023,May,Thursday,Maharashtra,Truck,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Daylight,4,1,5,Fatal,Clear
4023,SCRAPED_000848,News_Paper,2023,May,Thursday,Delhi,Truck,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Daylight,2,4,6,Fatal,Clear
4024,SCRAPED_000849,News_Paper,2023,May,Wednesday,Madhya Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,4,2,6,Fatal,Clear
4025,SCRAPED_000850,News_Paper,2023,May,Friday,Uttar Pradesh,Bus,Truck,2,Unknown,Under 18,Severe Collision,Dry,Daylight,1,27,28,Fatal,Clear
4026,SCRAPED_000851,News_Paper,2023,May,Saturday,Madhya Pradesh,Van,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,3,5,8,Fatal,Clear
4027,SCRAPED_000852,News_Paper,2023,May,Saturday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,Parking Issue,Dry,Daylight,2,2,4,Fatal,Clear
4028,SCRAPED_000853,News_Paper,2023,May,Saturday,Uttar Pradesh,Truck,Unidentified,2,Unknown,Unknown,Loss of Control,Wet,Dark,4,3,7,Fatal,Clear
4029,SCRAPED_000854,News_Paper,2023,May,Sunday,Chhattisgarh,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,2,4,Fatal,Clear
4030,SCRAPED_000855,News_Paper,2023,May,Sunday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,3,0,3,Fatal,Clear
4031,SCRAPED_000856,News_Paper,2023,May,Sunday,Rajasthan,Pedestrian,Truck,2,Unknown,Under 18,Reckless Driving,Wet,Daylight,1,0,1,Fatal,Clear
4032,SCRAPED_000857,News_Paper,2023,May,Sunday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,2,0,2,Fatal,Clear
4033,SCRAPED_000858,News_Paper,2023,May,Monday,Jharkhand,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,0,2,Fatal,Clear
4034,SCRAPED_000859,News_Paper,2023,May,Sunday,Maharashtra,Two Wheeler,Truck,2,Unknown,18-30,No Distancing/Rear End,Dry,Daylight,1,0,1,Fatal,Clear
4035,SCRAPED_000860,News_Paper,2023,May,Monday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Daylight,2,1,3,Fatal,Clear
4036,SCRAPED_000861,News_Paper,2023,May,Tuesday,Odisha,Two Wheeler,Truck,2,Unknown,Unknown,Unknown/Other,Wet,Daylight,2,2,4,Fatal,Clear
4037,SCRAPED_000862,News_Paper,2023,May,Monday,Kerala,Two Wheeler,Truck,2,Unknown,31-50,No Distancing/Rear End,Dry,Dark,1,0,1,Fatal,Clear
4038,SCRAPED_000863,News_Paper,2023,May,Monday,Haryana,Car,Truck,2,Unknown,Unknown,Parking Issue,Dry,Dark,5,0,5,Fatal,Clear
4039,SCRAPED_000864,News_Paper,2023,May,Monday,Rajasthan,Truck,Unidentified,2,Unknown,31-50,Loss of Control,Dry,Daylight,1,0,1,Fatal,Clear
4040,SCRAPED_000865,News_Paper,2023,May,Tuesday,Uttarakhand,Two Wheeler,Truck,2,Unknown,18-30,Unknown/Other,Dry,Dark,1,3,4,Fatal,Clear
4041,SCRAPED_000866,News_Paper,2023,May,Monday,Telangana,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,3,1,4,Fatal,Clear
4042,SCRAPED_000867,News_Paper,2023,June,Thursday,Jharkhand,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,1,4,5,Fatal,Clear
4043,SCRAPED_000868,News_Paper,2023,May,Wednesday,Telangana,Truck,Unidentified,2,Unknown,Unknown,Loss of Control,Dry,Dark,2,0,2,Fatal,Clear
4044,SCRAPED_000869,News_Paper,2023,May,Wednesday,Haryana,Pick Up,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,4,14,18,Fatal,Clear
4045,SCRAPED_000870,News_Paper,2023,June,Saturday,Andhra Pradesh,Suv,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,4,8,12,Fatal,Clear
4046,SCRAPED_000871,News_Paper,2023,June,Sunday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,31-50,Unknown/Other,Dry,Dark,1,0,1,Fatal,Clear
4047,SCRAPED_000872,News_Paper,2023,June,Saturday,Tamil Nadu,Suv,Truck,2,Unknown,Unknown,Parking Issue,Dry,Daylight,5,1,6,Fatal,Clear
4048,SCRAPED_000873,News_Paper,2023,June,Saturday,Maharashtra,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Dark,2,0,2,Fatal,Clear
4049,SCRAPED_000874,News_Paper,2023,June,Tuesday,Karnataka,Suv,Truck,2,Unknown,Unknown,Parking Issue,Wet,Daylight,5,13,18,Fatal,Clear
4050,SCRAPED_000875,News_Paper,2023,June,Sunday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Unknown/Other,Wet,Daylight,2,0,2,Fatal,Clear
4051,SCRAPED_000876,News_Paper,2023,June,Thursday,Madhya Pradesh,Suv,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,7,2,9,Fatal,Clear
4052,SCRAPED_000877,News_Paper,2023,June,Wednesday,Rajasthan,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,4,0,4,Fatal,Clear
4053,SCRAPED_000878,News_Paper,2023,June,Wednesday,Haryana,Two Wheeler,Truck,2,Unknown,18-30,Severe Collision,Dry,Daylight,1,1,2,Fatal,Clear
4054,SCRAPED_000879,News_Paper,2023,June,Friday,Uttar Pradesh,Pedestrian,Truck,2,Unknown,Unknown,Reckless Driving,Dry,Dark,3,2,5,Fatal,Clear
4055,SCRAPED_000880,News_Paper,2023,June,Friday,Chhattisgarh,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Dark,2,0,2,Fatal,Clear
4056,SCRAPED_000881,News_Paper,2023,June,Monday,Telangana,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,7,2,9,Fatal,Clear
4057,SCRAPED_000882,News_Paper,2023,June,Saturday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,2,0,2,Fatal,Clear
4058,SCRAPED_000883,News_Paper,2023,June,Saturday,Bihar,Suv,Truck,2,Unknown,Unknown,Parking Issue,Wet,Daylight,3,3,6,Fatal,Clear
4059,SCRAPED_000884,News_Paper,2023,June,Friday,West Bengal,Two Wheeler,Truck,2,Unknown,31-50,No Distancing/Rear End,Dry,Daylight,1,0,1,Fatal,Clear
4060,SCRAPED_000885,News_Paper,2023,June,Tuesday,Maharashtra,Truck,Unidentified,2,Unknown,Unknown,Loss of Control,Dry,Dark,3,2,5,Fatal,Clear
4061,SCRAPED_000886,News_Paper,2023,June,Monday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,2,0,2,Fatal,Clear
4062,SCRAPED_000887,News_Paper,2023,June,Tuesday,Karnataka,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,3,0,3,Fatal,Clear
4063,SCRAPED_000888,News_Paper,2023,June,Wednesday,Punjab,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,3,5,Fatal,Clear
4064,SCRAPED_000889,News_Paper,2023,June,Thursday,Tamil Nadu,Van,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Dark,3,0,3,Fatal,Clear
4065,SCRAPED_000890,News_Paper,2023,June,Thursday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,1,3,Fatal,Clear
4066,SCRAPED_000891,News_Paper,2023,June,Friday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Dark,2,0,2,Fatal,Clear
4067,SCRAPED_000892,News_Paper,2023,June,Friday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Parking Issue,Wet,Dark,2,0,2,Fatal,Clear
4068,SCRAPED_000893,News_Paper,2023,June,Sunday,Telangana,Two Wheeler,Truck,2,Unknown,Over 51,No Distancing/Rear End,Dry,Dark,1,0,1,Fatal,Clear
4069,SCRAPED_000894,News_Paper,2023,June,Tuesday,Haryana,Two Wheeler,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,5,0,5,Fatal,Clear
4070,SCRAPED_000895,News_Paper,2023,June,Monday,Bihar,Auto Rickshaw,Truck,2,Unknown,Unknown,Parking Issue,Dry,Dark,3,3,6,Fatal,Clear
4071,SCRAPED_000896,News_Paper,2023,June,Wednesday,Assam,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,2,2,4,Fatal,Clear
4072,SCRAPED_000897,News_Paper,2023,June,Tuesday,Tamil Nadu,Truck,Bus,2,Unknown,18-30,Unknown/Other,Wet,Dark,1,1,2,Fatal,Clear
4073,SCRAPED_000898,News_Paper,2023,June,Thursday,Maharashtra,Bus,Truck,2,Unknown,Unknown,Severe Collision,Wet,Dark,1,18,19,Fatal,Clear
4074,SCRAPED_000899,News_Paper,2023,June,Thursday,Madhya Pradesh,Truck,Car,2,Unknown,18-30,Severe Collision,Dry,Daylight,1,0,1,Fatal,Clear
4075,SCRAPED_000900,News_Paper,2023,June,Friday,Kerala,Two Wheeler,Truck,2,Unknown,18-30,Severe Collision,Dry,Dark,1,0,1,Fatal,Clear
4076,SCRAPED_000901,News_Paper,2023,June,Saturday,Madhya Pradesh,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,2,2,4,Fatal,Clear
4077,SCRAPED_000902,News_Paper,2023,June,Sunday,Telangana,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,4,2,6,Fatal,Clear
4078,SCRAPED_000903,News_Paper,2023,June,Monday,Chhattisgarh,Two Wheeler,Truck,2,Unknown,18-30,Severe Collision,Dry,Dark,1,1,2,Fatal,Clear
4079,SCRAPED_000904,News_Paper,2023,June,Saturday,Madhya Pradesh,Pedestrian,Truck,2,Unknown,Under 18,Reckless Driving,Wet,Daylight,1,2,3,Fatal,Clear
4080,SCRAPED_000905,News_Paper,2023,June,Monday,Maharashtra,Auto Rickshaw,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,8,7,15,Fatal,Clear
4081,SCRAPED_000906,News_Paper,2023,June,Saturday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,Parking Issue,Dry,Dark,4,2,6,Fatal,Clear
4082,SCRAPED_000907,News_Paper,2023,June,Tuesday,Odisha,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,3,0,3,Fatal,Clear
4083,SCRAPED_000908,News_Paper,2023,June,Tuesday,Madhya Pradesh,Truck,Gorge,2,Unknown,Unknown,Loss of Control,Dry,Daylight,5,45,50,Fatal,Clear
4084,SCRAPED_000909,News_Paper,2023,June,Tuesday,Odisha,Car,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,3,0,3,Fatal,Clear
4085,SCRAPED_000910,News_Paper,2023,June,Wednesday,Odisha,Pedestrian,Truck,2,Unknown,Unknown,Reckless Driving,Dry,Dark,5,9,14,Fatal,Clear
4086,SCRAPED_000911,News_Paper,2023,June,Friday,Maharashtra,Suv,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,6,11,17,Fatal,Clear
4087,SCRAPED_000912,News_Paper,2023,June,Wednesday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,31-50,Severe Collision,Dry,Dark,1,2,3,Fatal,Clear
4088,SCRAPED_000913,News_Paper,2023,June,Thursday,Uttar Pradesh,Suv,Truck,2,Unknown,Unknown,Parking Issue,Wet,Daylight,7,2,9,Fatal,Clear
4089,SCRAPED_000914,News_Paper,2023,June,Friday,Rajasthan,Jugaad Vehicle,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,19,21,Fatal,Clear
4090,SCRAPED_000915,News_Paper,2023,June,Friday,Maharashtra,Suv,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Dark,3,6,9,Fatal,Clear
4091,SCRAPED_000916,News_Paper,2023,June,Friday,Tamil Nadu,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,2,1,3,Fatal,Clear
4092,SCRAPED_000917,News_Paper,2023,July,Monday,Delhi,Pedestrian,Truck,2,Unknown,Under 18,Reckless Driving,Wet,Dark,1,0,1,Fatal,Clear
4093,SCRAPED_000918,News_Paper,2023,July,Monday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,5,30,35,Fatal,Clear
4094,SCRAPED_000919,News_Paper,2023,July,Wednesday,Uttar Pradesh,Car,Truck,2,Unknown,Unknown,Parking Issue,Dry,Daylight,4,4,8,Fatal,Clear
4095,SCRAPED_000920,News_Paper,2023,July,Tuesday,Uttar Pradesh,Truck,Ditch,2,Unknown,Unknown,Loss of Control,Dry,Dark,3,2,5,Fatal,Clear
4096,SCRAPED_000921,News_Paper,2023,July,Monday,Madhya Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,Parking Issue,Dry,Daylight,3,0,3,Fatal,Clear
4097,SCRAPED_000922,News_Paper,2023,July,Tuesday,Maharashtra,Car,Truck,2,Unknown,Unknown,Unknown/Other,Wet,Dark,10,27,37,Fatal,Clear
4098,SCRAPED_000923,News_Paper,2023,July,Tuesday,Punjab,Two Wheeler,Truck,2,Unknown,Unknown,Parking Issue,Dry,Dark,2,0,2,Fatal,Clear
4099,SCRAPED_000924,News_Paper,2023,July,Thursday,Andhra Pradesh,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Dark,2,0,2,Fatal,Clear
4100,SCRAPED_000925,News_Paper,2023,July,Saturday,Chhattisgarh,Bus,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,3,6,9,Fatal,Clear
4101,SCRAPED_000926,News_Paper,2023,July,Sunday,Andhra Pradesh,Car,Truck,2,Unknown,Unknown,Severe Collision,Wet,Daylight,6,1,7,Fatal,Clear
4102,SCRAPED_000927,News_Paper,2023,July,Sunday,Uttar Pradesh,Two Wheeler,Truck,2,Unknown,18-30,Unknown/Other,Wet,Daylight,1,1,2,Fatal,Clear
4103,SCRAPED_000928,News_Paper,2023,July,Monday,Uttar Pradesh,Auto Rickshaw,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,12,5,17,Fatal,Clear
4104,SCRAPED_000929,News_Paper,2023,July,Sunday,Maharashtra,Car,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,3,2,5,Fatal,Clear
4105,SCRAPED_000930,News_Paper,2023,July,Sunday,Maharashtra,Car,Truck,2,Unknown,Unknown,No Distancing/Rear End,Wet,Daylight,2,0,2,Fatal,Clear
4106,SCRAPED_000931,News_Paper,2023,July,Wednesday,Uttarakhand,Two Wheeler,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,4,0,4,Fatal,Clear
4107,SCRAPED_000932,News_Paper,2023,July,Thursday,Delhi,Truck,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,5,14,19,Fatal,Clear
4108,SCRAPED_000933,News_Paper,2023,July,Saturday,Maharashtra,Truck,Truck,2,Unknown,31-50,Unknown/Other,Dry,Dark,1,0,1,Fatal,Clear
4109,SCRAPED_000934,News_Paper,2023,July,Saturday,Telangana,Car,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,2,0,2,Fatal,Clear
4110,SCRAPED_000935,News_Paper,2023,July,Saturday,Gujarat,Truck,Truck,2,Unknown,31-50,Parking Issue,Dry,Dark,1,0,1,Fatal,Clear
4111,SCRAPED_000936,News_Paper,2023,July,Saturday,Gujarat,Two Wheeler,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Dark,1,2,3,Fatal,Clear
4112,SCRAPED_000937,News_Paper,2023,July,Monday,Telangana,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Dark,3,2,5,Fatal,Clear
4113,SCRAPED_000938,News_Paper,2023,July,Tuesday,Maharashtra,Suv,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Dark,6,5,11,Fatal,Clear
4114,SCRAPED_000939,News_Paper,2023,July,Tuesday,Maharashtra,Suv,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,6,5,11,Fatal,Clear
4115,SCRAPED_000940,News_Paper,2023,July,Monday,Madhya Pradesh,Car,Truck,2,Unknown,Unknown,Unknown/Other,Dry,Daylight,1,11,12,Fatal,Clear
4116,SCRAPED_000941,News_Paper,2023,July,Tuesday,Karnataka,Car,Truck,2,Unknown,18-30,No Distancing/Rear End,Wet,Daylight,1,0,1,Fatal,Clear
4117,SCRAPED_000942,News_Paper,2023,July,Thursday,Karnataka,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,2,0,2,Fatal,Clear
4118,SCRAPED_000943,News_Paper,2023,July,Friday,Punjab,Car,Truck,2,Unknown,31-50,Severe Collision,Wet,Daylight,1,0,1,Fatal,Clear
4119,SCRAPED_000944,News_Paper,2023,July,Sunday,Uttarakhand,Two Wheeler,Truck,2,Unknown,Unknown,Severe Collision,Dry,Dark,3,0,3,Fatal,Clear
4120,SCRAPED_000945,News_Paper,2023,July,Monday,Uttar Pradesh,Bus,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,3,14,17,Fatal,Clear
4121,SCRAPED_000946,News_Paper,2023,July,Tuesday,Haryana,Car,Truck,2,Unknown,Unknown,No Distancing/Rear End,Dry,Daylight,4,1,5,Fatal,Clear
4122,SCRAPED_000947,News_Paper,2023,July,Thursday,Maharashtra,Two Wheeler,Truck,2,Unknown,31-50,No Distancing/Rear End,Dry,Dark,1,0,1,Fatal,Clear
4123,SCRAPED_000948,News_Paper,2023,July,Thursday,Karnataka,Two Wheeler,Truck,2,Unknown,Unknown,Unknown/Other,Wet,Daylight,3,0,3,Fatal,Clear
4124,SCRAPED_000949,News_Paper,2023,July,Saturday,Maharashtra,Two Wheeler,Truck,2,Unknown,Over 51,Severe Collision,Dry,Daylight,1,0,1,Fatal,Clear
4125,SCRAPED_000950,News_Paper,2023,July,Sunday,Delhi,Car,Truck,2,Unknown,Over 51,No Distancing/Rear End,Wet,Dark,1,0,1,Fatal,Clear
4126,SCRAPED_000951,News_Paper,2023,July,Monday,Uttar Pradesh,Van,Truck,2,Unknown,Under 18,Severe Collision,Dry,Daylight,1,7,8,Fatal,Clear
4127,SCRAPED_000952,News_Paper,2023,July,Monday,Uttar Pradesh,Van,Truck,2,Unknown,Under 18,Unknown/Other,Wet,Daylight,1,8,9,Fatal,Clear
4128,SCRAPED_000953,News_Paper,2023,July,Monday,Tamil Nadu,Car,Truck,2,Unknown,Unknown,Severe Collision,Wet,Dark,4,0,4,Fatal,Clear
4129,SCRAPED_000954,News_Paper,2023,August,Tuesday,Maharashtra,Two Wheeler,Truck,2,Unknown,Over 51,No Distancing/Rear End,Dry,Daylight,1,0,1,Fatal,Clear
4130,SCRAPED_000955,News_Paper,2023,August,Thursday,Maharashtra,Truck,Truck,2,Unknown,31-50,Severe Collision,Dry,Daylight,1,2,3,Fatal,Clear
4131,SCRAPED_000956,News_Paper,2023,August,Wednesday,Rajasthan,Car,Truck,2,Unknown,Unknown,Severe Collision,Dry,Daylight,3,1,4,Fatal,Clear
4132,SCRAPED_000957,News_Paper,2023,August,Tuesday,Chhattisgarh,Two Wheeler,Truck,2,Unknown,31-50,Severe Collision,Dry,Daylight,1,0,1,Fatal,Clear
4133,SCRAPED_000958,News_Paper,2023,August,Thursday,Andhra Pradesh,Two Wheeler,Truck,2,Unknown,18-30,No Distancing/Rear End,Wet,Dark,1,1,2,Fatal,Clear
